        r(a.u)         P(1s)         Q(1s)         P(2s)         Q(2s)        P(2p-)        Q(2p-)         P(2p)         Q(2p)         P(3s)         Q(3s)        P(3p-)        Q(3p-)         P(3p)         Q(3p)        P(3d-)        Q(3d-)         P(3d)         Q(3d)         P(4s)         Q(4s)        P(4p-)        Q(4p-)         P(4p)         Q(4p)        P(4d-)        Q(4d-)         P(4d)         Q(4d)         P(5s)         Q(5s)        P(5p-)        Q(5p-)         P(5p)         Q(5p)
  1.634337E-01  2.005078E-02 -3.932564E-03 -1.964913E+00  1.241265E-01  1.550145E+00 -3.515531E-02  1.666576E+00 -1.441744E-01  6.685648E-01  7.767707E-02 -1.063120E+00 -9.844499E-02 -8.956910E-01 -3.684968E-02  1.740962E+00  1.032220E-01  1.716567E+00 -8.791318E-02  3.944705E-01  3.205147E-02 -5.292427E-01 -4.047863E-02 -4.601359E-01 -1.024768E-02  6.255536E-01  3.149735E-02  6.186745E-01 -3.696705E-02  1.637596E-01  1.247210E-02 -1.915401E-01 -1.417402E-02 -1.652560E-01 -3.231251E-03
  1.718132E-01  1.361384E-02 -2.667180E-03 -1.784061E+00  1.151007E-01  1.395117E+00 -3.559046E-02  1.510612E+00 -1.301576E-01  8.750331E-01  6.794725E-02 -1.227630E+00 -9.388190E-02 -1.065613E+00 -2.556728E-02  1.795628E+00  9.762731E-02  1.773144E+00 -9.004629E-02  4.837112E-01  2.624376E-02 -5.904443E-01 -3.680937E-02 -5.265287E-01 -4.557055E-03  6.313741E-01  2.806381E-02  6.258938E-01 -3.771625E-02  1.988163E-01  1.004153E-02 -2.125280E-01 -1.276235E-02 -1.880106E-01 -1.186406E-03
  1.806222E-01  9.044413E-03 -1.770013E-03 -1.602855E+00  1.053624E-01  1.243768E+00 -3.505956E-02  1.356631E+00 -1.164146E-01  1.075745E+00  5.748998E-02 -1.383023E+00 -8.823483E-02 -1.228687E+00 -1.443545E-02  1.842900E+00  9.161192E-02  1.822568E+00 -9.175951E-02  5.660817E-01  2.003389E-02 -6.436755E-01 -3.253841E-02 -5.864060E-01  1.049247E-03  6.317794E-01  2.441191E-02  6.278641E-01 -3.824930E-02  2.307718E-01  7.447417E-03 -2.304280E-01 -1.113110E-02 -2.082540E-01  8.260509E-04
  1.898829E-01  5.872963E-03 -1.148088E-03 -1.424381E+00  9.520198E-02  1.097912E+00 -3.372610E-02  1.206610E+00 -1.031143E-01  1.266725E+00  4.655721E-02 -1.526575E+00 -8.166089E-02 -1.382105E+00 -3.623660E-03  1.881757E+00  8.524695E-02  1.863800E+00 -9.301006E-02  6.390199E-01  1.356485E-02 -6.872073E-01 -2.775487E-02 -6.380102E-01  6.477766E-03  6.261384E-01  2.058020E-02  6.239471E-01 -3.854268E-02  2.585500E-01  4.750074E-03 -2.445979E-01 -9.314144E-03 -2.253410E-01  2.771673E-03
  1.996184E-01  3.723179E-03 -7.270289E-04 -1.251481E+00  8.489537E-02  9.591703E-01 -3.175657E-02  1.062369E+00 -9.040909E-02  1.444083E+00  3.541028E-02 -1.655686E+00 -7.433583E-02 -1.523123E+00  6.701225E-03  1.911248E+00  7.861122E-02  1.895865E+00 -9.376051E-02  6.999977E-01  6.988829E-03 -7.193716E-01 -2.256111E-02 -6.796064E-01  1.163425E-02  6.138558E-01  1.661227E-02  6.135361E-01 -3.857506E-02  2.810921E-01  2.014062E-03 -2.544213E-01 -7.350499E-03 -2.386364E-01  4.615561E-03
  2.098531E-01  2.301590E-03 -4.489356E-04 -1.086663E+00  7.469602E-02  8.289251E-01 -2.931480E-02  9.255194E-01 -7.843079E-02  1.604146E+00  2.431183E-02 -1.767959E+00 -6.644915E-02 -1.649139E+00  1.637975E-02  1.930526E+00  7.178961E-02  1.917883E+00 -9.398019E-02  7.466050E-01  4.631062E-04 -7.386164E-01 -1.707039E-02 -7.095351E-01  1.642617E-02  5.943912E-01  1.255613E-02  5.960750E-01 -3.832803E-02  2.973942E-01 -6.935229E-04 -2.593286E-01 -5.283546E-03 -2.475356E-01  6.323287E-03
  2.206125E-01  1.385642E-03 -2.699753E-04 -9.320359E-01  6.482738E-02  7.082845E-01 -2.655660E-02  7.974183E-01 -6.728723E-02  1.743582E+00  1.351747E-02 -1.861283E+00 -5.819845E-02 -1.757782E+00  2.526479E-02  1.938872E+00  6.487111E-02  1.929101E+00 -9.364648E-02  7.766392E-01 -5.854654E-03 -7.435639E-01 -1.140408E-02 -7.262694E-01  2.076545E-02  5.672790E-01  8.463302E-03  5.710786E-01 -3.778685E-02  3.065469E-01 -3.304973E-03 -2.588207E-01 -3.159994E-03 -2.514869E-01  7.861880E-03
  2.319235E-01  8.113459E-04 -1.579049E-04 -7.892607E-01  5.547743E-02  5.980595E-01 -2.362503E-02  6.791353E-01 -5.705987E-02  1.859523E+00  3.267358E-03 -1.933912E+00 -4.978345E-02 -1.846994E+00  3.322627E-02  1.935728E+00  5.794667E-02  1.928917E+00 -9.274599E-02  7.881963E-01 -1.181130E-02 -7.330689E-01 -5.688430E-03 -7.284737E-01  2.457121E-02  5.321499E-01  4.387838E-03  5.381529E-01 -3.694112E-02  3.077763E-01 -5.754044E-03 -2.524918E-01 -1.028702E-03 -2.500141E-01  9.200845E-03
  2.438145E-01  4.614109E-04 -8.970023E-05 -6.595209E-01  4.679493E-02  4.987536E-01 -2.064663E-02  5.714320E-01 -4.780257E-02  1.949681E+00 -6.221782E-03 -1.984539E+00 -4.139972E-02 -1.915112E+00  4.015551E-02  1.920727E+00  5.110690E-02  1.916918E+00 -9.127550E-02  7.797603E-01 -1.726323E-02 -7.062764E-01 -5.103891E-05 -7.150635E-01  2.777245E-02  4.887509E-01  3.851284E-04  4.970163E-01 -3.578546E-02  3.004856E-01 -7.978101E-03 -2.400536E-01  1.060654E-03 -2.427408E-01  1.031319E-02
  2.563151E-01  2.544836E-04 -4.941762E-05 -5.435181E-01  3.888778E-02  4.105651E-01 -1.772855E-02  4.747541E-01 -3.954153E-02  2.012437E+00 -1.476381E-02 -2.012352E+00 -3.323252E-02 -1.960933E+00  4.596897E-02  1.893710E+00  4.443966E-02  1.892896E+00 -8.924267E-02  7.502861E-01 -2.208126E-02 -6.626746E-01  5.382932E-03 -6.852616E-01  3.031069E-02  4.369652E-01 -3.489366E-03  4.475195E-01 -3.432007E-02  2.842932E-01 -9.920250E-03 -2.213568E-01  3.058999E-03 -2.294127E-01  1.117640E-02
  2.694567E-01  1.359105E-04 -2.636284E-05 -4.414896E-01  3.182343E-02  3.334034E-01 -1.495698E-02  3.892379E-01 -3.227643E-02  2.046920E+00 -2.220921E-02 -2.017080E+00 -2.545102E-02 -1.983775E+00  5.061123E-02  1.854748E+00  3.802769E-02  1.856870E+00 -8.666642E-02  6.992730E-01 -2.615522E-02 -6.021411E-01  1.049456E-02 -6.386502E-01  3.214217E-02  3.768302E-01 -7.181470E-03  3.896636E-01 -3.255110E-02  2.590685E-01 -1.153137E-02 -1.964111E-01  4.919329E-03 -2.099193E-01  1.177331E-02
  2.832720E-01  7.017211E-05 -1.359634E-05 -3.532466E-01  2.563119E-02  2.669163E-01 -1.239656E-02  3.147298E-01 -2.598266E-02  2.053045E+00 -2.844952E-02 -1.999017E+00 -1.820309E-02 -1.983511E+00  5.405687E-02  1.804154E+00  3.194631E-02  1.809100E+00 -8.357694E-02  6.268218E-01 -2.939793E-02 -5.249799E-01  1.517489E-02 -5.752147E-01  3.323984E-02  3.085528E-01 -1.063968E-02  3.236165E-01 -3.049103E-02  2.249601E-01 -1.277192E-02 -1.654018E-01  6.598173E-03 -1.843123E-01  1.209292E-02
  2.977957E-01  3.496675E-05 -6.767566E-06 -2.782285E-01  2.030618E-02  2.105276E-01 -1.009106E-02  2.508181E-01 -2.061442E-02  2.031527E+00 -3.342015E-02 -1.959026E+00 -1.161101E-02 -1.960593E+00  5.631136E-02  1.742487E+00  2.626140E-02  1.750093E+00 -8.001533E-02  5.336741E-01 -3.174843E-02 -4.319458E-01  1.932841E-02 -4.953770E-01  3.359466E-02  2.325208E-01 -1.381655E-02  2.497246E-01 -2.815870E-02  1.824174E-01 -1.361351E-02 -1.287017E-01  8.056981E-03 -1.528209E-01  1.213093E-02
  3.130640E-01  1.678602E-05 -3.245241E-06 -2.155715E-01  1.581451E-02  1.634822E-01 -8.064933E-03  1.968730E-01 -1.610861E-02  1.983856E+00 -3.710107E-02 -1.898521E+00 -5.768364E-03 -1.916046E+00  5.741063E-02  1.670546E+00  2.102765E-02  1.680601E+00 -7.603286E-02  4.212282E-01 -3.317423E-02 -3.242544E-01  2.287612E-02 -4.000152E-01  3.321649E-02  1.493104E-01 -1.666996E-02  1.685216E-01 -2.557926E-02  1.322013E-01 -1.404006E-02 -8.687692E-02  9.263382E-03 -1.158612E-01  1.189014E-02
  3.291152E-01  7.748615E-06 -1.496401E-06 -1.641843E-01  1.209937E-02  1.248943E-01 -6.325649E-03  1.520946E-01 -1.238914E-02  1.912243E+00 -3.951565E-02 -1.819422E+00 -7.381247E-04 -1.851441E+00  5.741940E-02  1.589357E+00  1.628717E-02  1.601606E+00 -7.168973E-02  2.915296E-01 -3.367249E-02 -2.035756E-01  2.575798E-02 -2.904690E-01  3.213416E-02  5.968802E-02 -1.916433E-02  8.073133E-02 -2.278386E-02  7.538425E-02 -1.404850E-02 -4.068772E-02  1.019227E-02 -7.404122E-02  1.138062E-02
  3.459893E-01  3.432602E-06 -6.621785E-07 -1.228259E-01  9.087444E-03  9.379797E-02 -4.866637E-03  1.155637E-01 -9.371332E-03  1.819529E+00 -4.072750E-02 -1.724095E+00  3.447844E-03 -1.768844E+00  5.642844E-02  1.500154E+00  1.206865E-02  1.514304E+00 -6.705361E-02  1.472341E-01 -3.326997E-02 -7.200928E-02  2.793479E-02 -1.685266E-01  3.039495E-02 -3.539331E-02 -2.127160E-02 -1.273484E-02 -1.980915E-02  1.333727E-02 -1.364903E-02  8.919284E-03  1.082661E-02 -2.815787E-02  1.061958E-02
  3.637285E-01  1.456261E-06 -2.806222E-07 -9.018122E-02  6.695216E-03  6.919512E-02 -3.670456E-03  8.629235E-02 -6.966338E-03  1.709062E+00 -4.083548E-02 -1.615262E+00  6.787899E-03 -1.670747E+00  5.455056E-02  1.404346E+00  8.386936E-03  1.420072E+00 -6.219773E-02 -8.456560E-03 -3.202179E-02  6.795716E-02  2.938914E-02 -3.639442E-02  2.806327E-02 -1.348043E-01 -2.297206E-02 -1.107870E-01 -1.669657E-02 -5.229582E-02 -1.286482E-02  6.082550E-02  1.115804E-02  2.081210E-02  9.631015E-03
  3.823773E-01  5.903573E-07 -1.136405E-07 -6.492956E-02  4.834855E-03  5.009835E-02 -2.712046E-03  6.327236E-02 -5.085107E-03  1.584562E+00 -3.996741E-02 -1.495906E+00  9.308413E-03 -1.559970E+00  5.191589E-02  1.303477E+00  5.243219E-03  1.320433E+00 -5.719880E-02 -1.718865E-01 -3.000888E-02  2.135090E-01  3.012562E-02  1.033512E-01  2.521871E-02 -2.372559E-01 -2.425485E-02 -2.121720E-01 -1.349140E-02 -1.196377E-01 -1.173118E-02  1.137627E-01  1.118706E-02  7.172931E-02  8.445044E-03
  4.019822E-01  2.281613E-07 -4.387326E-08 -4.580171E-02  3.419237E-03  3.556758E-02 -1.961778E-03  4.551729E-02 -3.641833E-03  1.449958E+00 -3.827251E-02 -1.369155E+00  1.106040E-02 -1.439562E+00  4.866641E-02  1.199182E+00  2.625687E-03  1.217012E+00 -5.213473E-02 -3.390610E-01 -2.733452E-02  3.615813E-01  3.017012E-02  2.478304E-01  2.195343E-02 -3.413227E-01 -2.511823E-02 -3.154954E-01 -1.024173E-02 -1.866290E-01 -1.029423E-02  1.663427E-01  1.092299E-02  1.233160E-01  7.097052E-03
  4.225923E-01  8.385978E-08 -1.610855E-08 -3.162470E-02  2.365981E-03  2.473809E-02 -1.388165E-03  3.209747E-02 -2.556690E-03  1.309226E+00 -3.591334E-02 -1.238168E+00  1.211520E-02 -1.312682E+00  4.495016E-02  1.093141E+00  5.106986E-04  1.111485E+00 -4.708230E-02 -5.057819E-01 -2.411969E-02  5.089497E-01  2.956827E-02  3.939420E-01  1.836901E-02 -4.454718E-01 -2.556955E-02 -4.192493E-01 -6.997218E-03 -2.510918E-01 -8.609148E-03  2.170938E-01  1.038351E-02  1.741878E-01  5.626584E-03
  4.442590E-01  2.923621E-08 -5.610142E-09 -2.135247E-02  1.600355E-03  1.683980E-02 -9.600775E-04  2.216611E-02 -1.757797E-03  1.166229E+00 -3.305756E-02 -1.106014E+00  1.255949E-02 -1.182478E+00  4.091535E-02  9.870199E-01 -1.135627E-03  1.005528E+00 -4.211483E-02 -6.677980E-01 -2.049795E-02  6.523323E-01  2.838312E-02  5.384576E-01  1.457298E-02 -5.480982E-01 -2.562492E-02 -5.218464E-01 -3.807766E-03 -3.108015E-01 -6.738007E-03  2.645028E-01  9.593962E-03  2.228909E-01  4.076072E-03
  4.670367E-01  9.641520E-09 -1.848222E-09 -1.408303E-02  1.057079E-03  1.120788E-02 -6.484151E-04  1.497630E-02 -1.182404E-03  1.024565E+00 -2.987002E-02 -9.755686E-01  1.248991E-02 -1.051976E+00  3.670482E-02  8.824263E-01 -2.355488E-03  9.007668E-01 -3.730008E-02 -8.209627E-01 -1.660961E-02  7.884991E-01  2.669218E-02  6.781264E-01  1.067498E-02 -6.475634E-01 -2.530854E-02 -6.216582E-01 -7.221927E-04 -3.635656E-01 -4.747329E-03  3.070621E-01  8.586323E-03  2.679454E-01  2.489446E-03
  4.909822E-01  2.998831E-09 -5.742788E-10 -9.063508E-03  6.811195E-04  7.285520E-03 -4.272302E-04  9.889306E-03 -7.773592E-04  8.874419E-01 -2.650576E-02 -8.494107E-01  1.200775E-02 -9.239690E-01  3.245097E-02  7.808550E-01 -3.197236E-03  7.987241E-01 -3.269835E-02 -9.613917E-01 -1.259596E-02  9.143824E-01  2.458391E-02  8.097850E-01  6.783019E-03 -7.422384E-01 -2.465185E-02 -7.170567E-01  2.213130E-03 -4.073061E-01 -2.705498E-03  3.433185E-01  7.397945E-03  3.078919E-01  9.106685E-04
  5.161553E-01  0.000000E+00  0.000000E+00 -5.685256E-03  4.276390E-04  4.620186E-03 -2.743374E-04  6.375312E-03 -4.989610E-04  7.575747E-01 -2.310403E-02 -7.297492E-01  1.121382E-02 -8.009265E-01  2.827160E-02  6.836458E-01 -3.713113E-03  7.007753E-01 -2.836090E-02 -1.085613E+00 -8.593447E-03  1.027185E+00  2.215389E-02  9.304667E-01  2.999657E-03 -8.305484E-01 -2.369240E-02 -8.064589E-01  4.955560E-03 -4.401415E-01 -6.801127E-04  3.719238E-01  6.070121E-03  3.413397E-01 -6.177221E-04
  5.426192E-01  0.000000E+00  0.000000E+00 -3.471623E-03  2.613097E-04  2.855002E-03 -1.714927E-04  4.007883E-03 -3.123246E-04  6.371165E-01 -1.978391E-02 -6.183645E-01  1.020395E-02 -6.849246E-01  2.426669E-02  5.919461E-01 -3.956983E-03  6.081099E-01 -2.432884E-02 -1.190703E+00 -4.728395E-03  1.124481E+00  1.950079E-02  1.037507E+00 -5.813699E-04 -9.110168E-01 -2.247254E-02 -8.883710E-01  7.467353E-03 -4.604649E-01  1.264572E-03  3.916836E-01  4.646531E-03  3.670157E-01 -2.056008E-03
  5.704399E-01  0.000000E+00  0.000000E+00 -2.061067E-03  1.552087E-04  1.716967E-03 -1.042408E-04  2.454059E-03 -1.904237E-04  5.276258E-01 -1.664147E-02 -5.165778E-01  9.065295E-03 -5.775963E-01  2.051632E-02  5.066835E-01 -3.982198E-03  5.217014E-01 -2.063248E-02 -1.274394E+00 -1.112379E-03  1.204303E+00  1.672251E-02  1.128637E+00 -3.878162E-03 -9.823089E-01 -2.103800E-02 -9.614318E-01  9.716671E-03 -4.670141E-01  3.070003E-03  4.016031E-01  3.171647E-03  3.838109E-01 -3.368562E-03
  5.996870E-01  0.000000E+00  0.000000E+00 -1.188086E-03  8.949270E-05  1.003596E-03 -6.153532E-05  1.461718E-03 -1.129445E-04  4.300667E-01 -1.374858E-02 -4.252439E-01  7.873531E-03 -4.801095E-01  1.707985E-02  4.285477E-01 -3.839688E-03  4.422881E-01 -1.729109E-02 -1.335160E+00  2.161480E-03  1.265208E+00  1.391241E-02  1.202068E+00 -6.823060E-03 -1.043271E+00 -1.943640E-02 -1.024453E+00  1.167838E-02 -4.589310E-01  4.685366E-03  4.009272E-01  1.689160E-03  3.908232E-01 -4.524942E-03
  6.304336E-01  0.000000E+00  0.000000E+00 -6.640319E-04  5.002278E-05  5.693782E-04 -3.523199E-05  8.458129E-04 -6.508248E-05  3.448420E-01 -1.115325E-02 -3.447687E-01  6.691129E-03 -3.931682E-01  1.399612E-02  3.579845E-01 -3.576370E-03  3.703642E-01 -1.431323E-02 -1.372262E+00  5.021127E-03  1.306330E+00  1.115607E-02  1.256547E+00 -9.364364E-03 -1.092968E+00 -1.771577E-02 -1.076455E+00  1.333463E-02 -4.358057E-01  6.069225E-03  3.891735E-01  2.405022E-04  3.873936E-01 -5.500754E-03
  6.627566E-01  0.000000E+00  0.000000E+00 -3.593125E-04  2.706585E-05  3.130839E-04 -1.953772E-05  4.748007E-04 -3.638430E-05  2.718527E-01 -8.881316E-03 -2.751482E-01  5.566605E-03 -3.170386E-01  1.128474E-02  2.952001E-01 -3.233923E-03  3.061825E-01 -1.169742E-02 -1.385760E+00  7.417022E-03  1.327401E+00  8.528536E-03  1.291401E+00 -1.146730E-02 -1.130705E+00 -1.592310E-02 -1.116696E+00  1.467513E-02 -3.977043E-01  7.190690E-03  3.661564E-01 -1.136467E-03  3.731358E-01 -6.278254E-03
  6.967369E-01  0.000000E+00  0.000000E+00 -1.879408E-04  1.415402E-05  1.666016E-04 -1.047848E-05  2.581890E-04 -1.970514E-05  2.105781E-01 -6.939180E-03 -2.160231E-01  4.534708E-03 -2.515936E-01  8.948202E-03  2.401762E-01 -2.847976E-03  2.497676E-01 -9.433286E-03 -1.376487E+00  9.322382E-03  1.328750E+00  6.092301E-03  1.306549E+00 -1.311422E-02 -1.156058E+00 -1.410305E-02 -1.144696E+00  1.569720E-02 -3.451776E-01  8.030070E-03  3.320009E-01 -2.408572E-03  3.479555E-01 -6.846678E-03
  7.324593E-01  0.000000E+00  0.000000E+00 -9.486872E-05  7.142277E-06  8.565693E-05 -5.426727E-06  1.357948E-04 -1.032267E-05  1.601688E-01 -5.317239E-03 -1.667473E-01  3.617394E-03 -1.963736E-01  6.974611E-03  1.926935E-01 -2.447698E-03  2.009375E-01 -7.502865E-03 -1.345988E+00  1.073229E-02  1.311276E+00  3.895943E-03  1.302494E+00 -1.430401E-02 -1.168876E+00 -1.229675E-02 -1.160247E+00  1.640556E-02 -2.792501E-01  8.579008E-03  2.871452E-01 -3.548184E-03  3.120601E-01 -7.202279E-03
  7.700133E-01  0.000000E+00  0.000000E+00 -4.613470E-05  3.471749E-06  4.247962E-05 -2.709454E-06  6.896709E-05 -5.222133E-06  1.195440E-01 -3.993698E-03 -1.264607E-01  2.825393E-03 -1.506567E-01  5.340761E-03  1.523624E-01 -2.055767E-03  1.593340E-01 -5.882228E-03 -1.296424E+00  1.166178E-02  1.276398E+00  1.973568E-03  1.280283E+00 -1.505091E-02 -1.169289E+00 -1.054090E-02 -1.163418E+00  1.681184E-02 -2.013898E-01  8.840112E-03  2.323328E-01 -4.533806E-03  2.659582E-01 -7.348093E-03
  8.094927E-01  0.000000E+00  0.000000E+00 -2.157470E-05  1.622670E-06  2.028453E-05 -1.301905E-06  3.376541E-05 -2.546866E-06  8.748712E-02 -2.938404E-03 -9.416431E-02  2.160177E-03 -1.135338E-01  4.015349E-03  1.186586E-01 -1.688684E-03  1.244568E-01 -4.543112E-03 -1.230454E+00  1.214310E-02  1.225980E+00  3.449550E-04  1.241457E+00 -1.538259E-02 -1.157701E+00 -8.867007E-03 -1.154555E+00  1.693387E-02 -1.134596E-01  8.826133E-03  1.685924E-01 -5.350381E-03  2.104474E-01 -7.293446E-03
  8.509963E-01  0.000000E+00  0.000000E+00 -9.683698E-06  7.278716E-07  9.309066E-06 -6.009484E-07  1.590712E-05 -1.195326E-06  6.273173E-02 -2.116432E-03 -6.879058E-02  1.616097E-03 -8.398152E-02  2.962089E-03  9.096098E-02 -1.357341E-03  9.570127E-02 -3.454573E-03 -1.151098E+00  1.222232E-02  1.162245E+00 -9.836328E-04  1.187967E+00 -1.533792E-02 -1.134771E+00 -7.300920E-03 -1.134259E+00  1.679484E-02 -1.765219E-02  8.558741E-03  9.720821E-02 -5.989325E-03  1.465921E-01 -7.053255E-03
  8.946278E-01  0.000000E+00  0.000000E+00 -4.163309E-06  3.127150E-07  4.097803E-06 -2.659608E-07  7.197424E-06 -5.388477E-07  4.403494E-02 -1.491200E-03 -4.926540E-02  1.182521E-03 -6.093085E-02  2.142514E-03  6.858887E-02 -1.067792E-03  7.239656E-02 -2.584536E-03 -1.061583E+00  1.195562E-02  1.087670E+00 -2.018079E-03  1.122084E+00 -1.496431E-02 -1.101391E+00 -5.862587E-03 -1.103369E+00  1.642226E-02  8.358787E-02  8.067004E-03  1.968115E-02 -6.448298E-03  7.569200E-02 -6.647136E-03
  9.404964E-01  0.000000E+00  0.000000E+00 -1.710842E-06  1.284072E-07  1.726635E-06 -1.126250E-07  3.121478E-06 -2.328512E-07  3.023377E-02 -1.026981E-03 -3.455923E-02  8.458028E-04 -4.332502E-02  1.518359E-03  5.083793E-02 -8.221339E-04  5.384132E-02 -1.901167E-03 -9.652013E-01  1.140539E-02  1.004882E+00 -2.774606E-03  1.046300E+00 -1.431497E-02 -1.058653E+00 -4.566059E-03 -1.062928E+00  1.584687E-02  1.876527E-01  7.385649E-03 -6.231815E-02 -6.730754E-03 -7.580212E-04 -6.098405E-03
  9.887167E-01  0.000000E+00  0.000000E+00 -6.704643E-07  5.028077E-08  6.948718E-07 -4.553576E-08  1.294867E-06 -9.625176E-08  2.028464E-02 -6.907364E-04 -2.372536E-02  5.909703E-04 -3.016623E-02  1.053421E-03  3.701129E-02 -6.194175E-04  3.933608E-02 -1.374020E-03 -8.651581E-01  1.063650E-02  9.165434E-01 -3.277673E-03  9.632126E-01 -1.344611E-02 -1.007812E+00 -3.419698E-03 -1.014150E+00  1.510146E-02  2.918650E-01  6.553212E-03 -1.470015E-01 -6.845295E-03 -8.111428E-02 -5.432994E-03
  1.039409E+00  0.000000E+00  0.000000E+00 -2.499767E-07  1.873069E-08  2.664776E-07 -1.753796E-08  5.126309E-07 -3.797434E-08  1.328598E-02 -4.533008E-04 -1.592516E-02  4.030701E-04 -2.054921E-02  7.148838E-04  2.644550E-02 -4.565369E-04  2.821024E-02 -9.749202E-04 -7.644493E-01  9.712882E-03  8.252524E-01 -3.557728E-03  8.754281E-01 -1.241431E-02 -9.502406E-01 -2.426583E-03 -9.583748E-01  1.421980E-02  3.935734E-01  5.610178E-03 -2.325189E-01 -6.804892E-03 -1.636355E-01 -4.678356E-03
  1.092701E+00  0.000000E+00  0.000000E+00 -8.844711E-08  6.621412E-09  9.714187E-08 -6.418941E-09  1.932307E-07 -1.426597E-08  8.486277E-03 -2.899731E-04 -1.044117E-02  2.681398E-04 -1.368201E-02  4.741097E-04  1.853022E-02 -3.290284E-04  1.984300E-02 -6.785750E-04 -6.657519E-01  8.694569E-03  7.334448E-01 -3.648945E-03  7.854554E-01 -1.127416E-02 -8.873871E-01 -1.585058E-03 -8.970270E-01  1.323551E-02  4.902459E-01  4.597191E-03 -3.170158E-01 -6.626004E-03 -2.465366E-01 -3.862392E-03
  1.148725E+00  0.000000E+00  0.000000E+00 -2.961843E-08  2.215287E-09  3.357504E-08 -2.226845E-09  6.917613E-08 -5.090488E-09  5.280290E-03 -1.806216E-04 -6.679706E-03  1.738287E-04 -8.895091E-03  3.069811E-04  1.272158E-02 -2.317517E-04  1.367783E-02 -4.629233E-04 -5.713427E-01  7.635394E-03  6.433162E-01 -3.587087E-03  6.956205E-01 -1.007624E-02 -8.207281E-01 -8.894036E-04 -8.315685E-01  1.218107E-02  5.795558E-01  3.553425E-03 -3.986890E-01 -6.327650E-03 -3.280429E-01 -3.012457E-03
  1.207621E+00  0.000000E+00  0.000000E+00 -9.360384E-09  6.994447E-10  1.097222E-08 -7.302503E-10  2.345827E-08 -1.720743E-09  3.196741E-03 -1.094299E-04 -4.165145E-03  1.097087E-04 -5.640747E-03  1.938593E-04  8.549357E-03 -1.594296E-04  9.230826E-03 -3.092513E-04 -4.830461E-01  6.581341E-03  5.567583E-01 -3.407589E-03  6.079927E-01 -8.865558E-03 -7.517243E-01 -3.305697E-04 -7.634549E-01  1.108701E-02  6.594576E-01  2.515178E-03 -4.758398E-01 -5.930485E-03 -4.064426E-01 -2.154478E-03
  1.269537E+00  0.000000E+00  0.000000E+00 -2.783253E-09  2.077773E-10  3.380381E-09 -2.257057E-10  7.514024E-09 -5.494758E-10  1.880742E-03 -6.440781E-05 -2.528500E-03  6.733891E-05 -3.485159E-03  1.192696E-04  5.618691E-03 -1.070425E-04  6.093405E-03 -2.021119E-04 -4.022102E-01  5.569581E-03  4.753173E-01 -3.143947E-03  5.243301E-01 -7.680445E-03 -6.817789E-01  1.030472E-04 -6.940933E-01  9.981165E-03  7.282500E-01  1.514727E-03 -5.469221E-01 -5.455905E-03 -4.801361E-01 -1.312202E-03
  1.334628E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  2.266636E-09 -1.652545E-10  1.073879E-03 -3.678132E-05 -1.492529E-03  4.015213E-05 -2.095533E-03  7.140644E-05  3.607454E-03 -7.008611E-05  3.930383E-03 -1.290961E-04 -3.297116E-01  4.628175E-03  4.001711E-01 -2.826465E-03  4.460437E-01 -6.551908E-03 -6.121998E-01  4.248371E-04 -6.248047E-01  8.888147E-03  7.846224E-01  5.794763E-04 -6.105836E-01 -4.925234E-03 -5.476797E-01 -5.066077E-04
  1.403056E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.942736E-04 -2.035252E-05 -8.555515E-04  2.322980E-05 -1.224644E-03  4.155056E-05  2.260269E-03 -4.471014E-05  2.474572E-03 -8.050348E-05 -2.659838E-01  3.776337E-03  3.321280E-01 -2.481382E-03  3.741822E-01 -5.503463E-03 -5.441688E-01  6.492428E-04 -5.567912E-01  7.828978E-03  8.276853E-01 -2.685854E-04 -6.656996E-01 -4.358999E-03 -6.078229E-01  2.445233E-04
  1.474992E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.182650E-04 -1.089662E-05 -4.755968E-04  1.302320E-05 -6.946965E-04  2.346839E-05  1.380440E-03 -2.776215E-05  1.519025E-03 -4.895629E-05 -2.110662E-01  3.025169E-03  2.716418E-01 -2.130361E-03  3.094360E-01 -4.551340E-03 -4.787161E-01  7.910895E-04 -4.911101E-01  6.820893E-03  8.569824E-01 -1.013141E-03 -7.113973E-01 -3.776329E-03 -6.595378E-01  9.268665E-04
  1.550616E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.647000E-04 -5.636264E-06 -2.560196E-04  7.065282E-06 -3.819841E-04  1.284870E-05  8.208227E-04 -1.676144E-05  9.080547E-04 -2.899880E-05 -1.646670E-01  2.378739E-03  2.188443E-01 -1.790338E-03  2.521567E-01 -3.705033E-03 -4.167031E-01  8.649976E-04 -4.286547E-01  5.877295E-03  8.724855E-01 -1.643521E-03 -7.470714E-01 -3.194475E-03 -7.020403E-01  1.529661E-03
