        r(a.u)         P(1s)         Q(1s)         P(2s)         Q(2s)        P(2p-)        Q(2p-)         P(2p)         Q(2p)         P(3s)         Q(3s)        P(3p-)        Q(3p-)         P(3p)         Q(3p)        P(3d-)        Q(3d-)         P(3d)         Q(3d)         P(4s)         Q(4s)        P(4p-)        Q(4p-)         P(4p)         Q(4p)
  4.249081E-01  8.135590E-05 -1.005159E-05 -3.854551E-01  1.692393E-02  3.106745E-01 -8.069165E-03  3.314402E-01 -1.691540E-02  1.525497E+00 -6.673313E-03 -1.493546E+00 -1.665832E-02 -1.473109E+00  2.050193E-02  1.388132E+00  2.245329E-02  1.385791E+00 -3.690304E-02  5.062517E-01 -7.606702E-03 -4.379672E-01 -4.922254E-04 -4.392333E-01  1.020973E-02
  4.466936E-01  4.131504E-05 -5.097480E-06 -3.116278E-01  1.375976E-02  2.523777E-01 -6.795152E-03  2.703989E-01 -1.371989E-02  1.552953E+00 -9.823263E-03 -1.508013E+00 -1.338453E-02 -1.493125E+00  2.240047E-02  1.376332E+00  1.992366E-02  1.374853E+00 -3.607971E-02  4.808635E-01 -9.114423E-03 -4.143340E-01  1.229966E-03 -4.191221E-01  1.087181E-02
  4.695960E-01  2.023475E-05 -2.493170E-06 -2.482146E-01  1.101340E-02  2.021981E-01 -5.624580E-03  2.176003E-01 -1.097673E-02  1.560544E+00 -1.246965E-02 -1.506726E+00 -1.029184E-02 -1.497389E+00  2.381489E-02  1.356924E+00  1.747423E-02  1.356307E+00 -3.506831E-02  4.427038E-01 -1.034879E-02 -3.814698E-01  2.855471E-03 -3.898550E-01  1.131134E-02
  4.936728E-01  9.540406E-06 -1.173907E-06 -1.946574E-01  8.673376E-03  1.596653E-01 -4.575082E-03  1.726235E-01 -8.657310E-03  1.548699E+00 -1.459035E-02 -1.490018E+00 -7.430069E-03 -1.486116E+00  2.475061E-02  1.330008E+00  1.512963E-02  1.330241E+00 -3.388044E-02  3.919963E-01 -1.129094E-02 -3.394858E-01  4.355589E-03 -3.514755E-01  1.152647E-02
  5.189839E-01  4.321977E-06 -5.310904E-07 -1.502020E-01  6.716589E-03  1.241836E-01 -3.655808E-03  1.349100E-01 -6.726694E-03  1.518345E+00 -1.618017E-02 -1.458570E+00 -4.839040E-03 -1.459874E+00  2.522389E-02  1.295815E+00  1.291169E-02  1.296872E+00 -3.253081E-02  3.292986E-01 -1.193047E-02 -2.886984E-01  5.705475E-03 -3.042283E-01  1.152023E-02
  5.455928E-01  1.877447E-06 -2.303987E-07 -1.139552E-01  5.111188E-03  9.506879E-02 -2.868576E-03  1.037998E-01 -5.145600E-03  1.470881E+00 -1.725020E-02 -1.413400E+00 -2.547869E-03 -1.419570E+00  2.526113E-02  1.254711E+00  1.083895E-02  1.256553E+00 -3.103700E-02  2.555018E-01 -1.226559E-02 -2.296326E-01  6.884736E-03 -2.485650E-01  1.130049E-02
  5.735659E-01  7.803662E-07 -9.564112E-08 -8.494222E-02  3.819508E-03  7.158390E-02 -2.209216E-03  7.856802E-02 -3.872381E-03  1.408115E+00 -1.782645E-02 -1.355823E+00 -5.746954E-04 -1.366425E+00  2.489777E-02  1.207188E+00  8.926325E-03  1.209764E+00 -2.941905E-02  1.718185E-01 -1.230303E-02 -1.630189E-01  7.877872E-03 -1.851425E-01  1.087972E-02
  6.029733E-01  3.096704E-07 -3.790425E-08 -6.215886E-02  2.800825E-03  5.297429E-02 -1.669012E-03  5.846100E-02 -2.864869E-03  1.332199E+00 -1.794797E-02 -1.287417E+00  1.073161E-03 -1.301935E+00  2.417684E-02  1.153857E+00  7.184864E-03  1.157106E+00 -2.769898E-02  7.975894E-02 -1.205763E-02 -8.978339E-02  8.674555E-03 -1.148157E-01  1.027465E-02
  6.338884E-01  1.170420E-07 -1.430805E-08 -4.461838E-02  2.013808E-03  3.849808E-02 -1.236126E-03  4.272827E-02 -2.081980E-03  1.245546E+00 -1.766444E-02 -1.209968E+00  2.398619E-03 -1.227819E+00  2.314738E-02  1.095438E+00  5.621652E-03  1.099287E+00 -2.590029E-02 -1.890493E-02 -1.155154E-02 -1.103238E-02  9.269739E-03 -3.862365E-02  9.505743E-03
  6.663885E-01  4.202762E-08 -5.131371E-09 -3.138905E-02  1.418545E-03  2.745183E-02 -8.969185E-04  3.065018E-02 -1.485033E-03  1.150732E+00 -1.703353E-02 -1.125407E+00  3.413888E-03 -1.145964E+00  2.186252E-02  1.032739E+00  4.239818E-03  1.037107E+00 -2.404736E-02 -1.221852E-01 -1.081335E-02  7.197063E-02  9.663590E-03  4.223097E-02  8.596596E-03
  7.005550E-01  1.429962E-08 -1.743783E-09 -2.162212E-02  9.780914E-04  1.919012E-02 -6.371008E-04  2.155964E-02 -1.038744E-03  1.050402E+00 -1.611799E-02 -1.035751E+00  4.139189E-03 -1.058362E+00  2.037760E-02  9.666427E-01  3.038677E-03  9.714425E-01 -2.216486E-02 -2.279336E-01 -9.876849E-03  1.578330E-01  9.861252E-03  1.264081E-01  7.573213E-03
  7.364732E-01  4.597096E-09 -5.599261E-10 -1.456986E-02  6.595124E-04  1.313876E-02 -4.426698E-04  1.485742E-02 -7.118676E-04  9.471657E-01 -1.498273E-02 -9.430279E-01  4.601253E-03 -9.670381E-01  1.874825E-02  8.980789E-01  2.013986E-03  9.032185E-01 -2.027713E-02 -3.339042E-01 -8.779721E-03  2.450661E-01  9.872454E-03  2.124616E-01  6.463227E-03
  7.742330E-01  0.000000E+00  0.000000E+00 -9.594189E-03  4.344561E-04  8.801901E-03 -3.006029E-04  1.002123E-02 -4.775215E-04  8.435110E-01 -1.369209E-02 -8.492162E-01  4.831646E-03 -8.739881E-01  1.702850E-02  8.280043E-01  1.158302E-03  8.333892E-01 -1.840756E-02 -4.378214E-01 -7.562098E-03  3.321231E-01  9.710987E-03  2.988755E-01  5.295082E-03
  8.139288E-01  0.000000E+00  0.000000E+00 -6.167266E-03  2.793162E-04  5.763653E-03 -1.993176E-04  6.608990E-03 -3.132227E-04  7.417153E-01 -1.230728E-02 -7.561781E-01  4.865042E-03 -7.811115E-01  1.526914E-02  7.573760E-01  4.614235E-04  7.629120E-01 -1.657811E-02 -5.374501E-01 -6.265100E-03  4.174385E-01  9.394069E-03  3.841024E-01  4.097207E-03
  8.556598E-01  0.000000E+00  0.000000E+00 -3.865623E-03  1.750636E-04  3.685097E-03 -1.289162E-04  4.257197E-03 -2.006876E-04  6.437788E-01 -1.088425E-02 -6.656058E-01  4.737516E-03 -6.901544E-01  1.351627E-02  6.871279E-01 -8.910105E-05  6.927228E-01 -1.480872E-02 -6.306658E-01 -4.929403E-03  4.994702E-01  8.941627E-03  4.666045E-01  2.897223E-03
  8.995304E-01  0.000000E+00  0.000000E+00 -2.359792E-03  1.068417E-04  2.297925E-03 -8.124957E-05  2.675477E-03 -1.254618E-04  5.513714E-01 -9.472069E-03 -5.789750E-01  4.484951E-03 -6.026607E-01  1.181019E-02  6.181460E-01 -5.074289E-04  6.237121E-01 -1.311698E-02 -7.155213E-01 -3.593887E-03  5.767405E-01  8.375533E-03  5.448948E-01  1.721199E-03
  9.456504E-01  0.000000E+00  0.000000E+00 -1.401242E-03  6.341590E-05  1.395852E-03 -4.984241E-05  1.638537E-03 -7.643942E-05  4.657999E-01 -8.111690E-03 -4.975101E-01  4.141625E-03 -5.199332E-01  1.018457E-02  5.512469E-01 -8.088580E-04  5.567032E-01 -1.151774E-02 -7.903072E-01 -2.294431E-03  6.478770E-01  7.718821E-03  6.175771E-01  5.929950E-04
  9.941349E-01  0.000000E+00  0.000000E+00 -8.082886E-04  3.655995E-05  8.249212E-04 -2.972516E-05  9.766777E-04 -4.533173E-05  3.879950E-01 -6.835403E-03 -4.221632E-01  3.739046E-03 -4.430088E-01  8.666015E-03  4.871586E-01 -1.009271E-03  4.924323E-01 -1.002296E-02 -8.536048E-01 -1.062898E-03  7.116490E-01  6.994911E-03  6.833837E-01 -4.662998E-04
  1.045105E+00  0.000000E+00  0.000000E+00 -4.523061E-04  2.044418E-05  4.736749E-04 -1.721267E-05  5.658747E-04 -2.613378E-05  3.185169E-01 -5.666699E-03 -3.536058E-01  3.305051E-03 -3.726459E-01  7.273958E-03  4.265051E-01 -1.124607E-03  4.315330E-01 -8.641501E-03 -9.043270E-01  7.366623E-05  7.670003E-01  6.226885E-03  7.412090E-01 -1.438798E-03
  1.098689E+00  0.000000E+00  0.000000E+00 -2.451758E-04  1.107298E-05  2.638989E-04 -9.664730E-06  3.182494E-04 -1.462593E-05  2.575792E-01 -4.620640E-03 -2.922331E-01  2.863220E-03 -3.093252E-01  6.020885E-03  3.697944E-01 -1.170384E-03  3.745242E-01 -7.379216E-03 -9.417474E-01  1.093589E-03  8.130773E-01  5.436818E-03  7.901388E-01 -2.310122E-03
  1.155020E+00  0.000000E+00  0.000000E+00 -1.285389E-04  5.800027E-06  1.424449E-04 -5.254529E-06  1.734867E-04 -7.934890E-06  2.050864E-01 -3.704603E-03 -2.381811E-01  2.432573E-03 -2.532626E-01  4.912835E-03  3.174119E-01 -1.161285E-03  3.218026E-01 -6.238977E-03 -9.655159E-01  1.980879E-03  8.492487E-01  4.645203E-03  8.294721E-01 -3.069578E-03
  1.214239E+00  0.000000E+00  0.000000E+00 -6.507295E-05  2.933385E-06  7.437683E-05 -2.762039E-06  9.152847E-05 -4.166732E-06  1.606830E-01 -2.919318E-03 -1.913531E-01  2.027543E-03 -2.044332E-01  3.950129E-03  2.696176E-01 -1.110818E-03  2.736401E-01 -5.220887E-03 -9.756600E-01  2.725289E-03  8.751203E-01  3.870478E-03  8.587378E-01 -3.710192E-03
  1.276494E+00  0.000000E+00  0.000000E+00 -3.175664E-05  1.430035E-06  3.750620E-05 -1.401488E-06  4.665973E-05 -2.114431E-06  1.238089E-01 -2.260097E-03 -1.514543E-01  1.658198E-03 -1.626034E-01  3.128266E-03  2.265487E-01 -1.031066E-03  2.301855E-01 -4.322541E-03 -9.725722E-01  3.322148E-03  8.905403E-01  3.128659E-03  8.777026E-01 -4.228628E-03
  1.341942E+00  0.000000E+00  0.000000E+00 -1.491269E-05  6.707914E-07  1.823472E-05 -6.853081E-07  2.294521E-05 -1.035152E-06  9.375773E-02 -1.718139E-03 -1.180315E-01  1.330643E-03 -1.273689E-01  2.438915E-03  1.882260E-01 -9.325165E-04  1.914702E-01 -3.539352E-03 -9.569836E-01  3.771985E-03  8.955983E-01  2.433094E-03  8.863720E-01 -4.624983E-03
  1.410745E+00  0.000000E+00  0.000000E+00 -6.725758E-06  3.021850E-07  8.531824E-06 -3.223667E-07  1.086512E-05 -4.880414E-07  6.973338E-02 -1.281825E-03 -9.051494E-02  1.047570E-03 -9.819618E-02  1.870934E-03  1.545636E-01 -8.239816E-04  1.574186E-01 -2.864925E-03 -9.299266E-01  4.079986E-03  8.906156E-01  1.794329E-03  8.849839E-01 -4.902496E-03
  1.483075E+00  0.000000E+00  0.000000E+00 -2.907516E-06  1.304785E-07  3.834465E-06 -1.456030E-07  4.944884E-06 -2.211764E-07  5.090251E-02 -9.379230E-04 -6.826022E-02  8.088859E-04 -7.446427E-02  1.411359E-03  1.253829E-01 -7.125896E-04  1.278609E-01 -2.291454E-03 -8.926870E-01  4.255314E-03  8.761295E-01  1.220084E-03  8.739949E-01 -5.067166E-03
  1.559114E+00  0.000000E+00  0.000000E+00 -1.202214E-06  5.388554E-08  1.652023E-06 -6.302128E-08  2.158736E-06 -9.615984E-08  3.643919E-02 -6.726320E-04 -5.058730E-02  6.123743E-04 -5.550489E-02  1.046315E-03  1.004279E-01 -6.038504E-04  1.025484E-01 -1.810124E-03 -8.467484E-01  4.310336E-03  8.528701E-01  7.153315E-04  8.540600E-01 -5.127321E-03
  1.639051E+00  0.000000E+00  0.000000E+00 -4.744066E-07  2.123771E-08  6.808568E-07 -2.608513E-08  9.021110E-07 -4.002368E-08  2.556079E-02 -4.724305E-04 -3.681497E-02  4.543331E-04 -4.063812E-02  7.618014E-04  7.938250E-02 -5.017756E-04  8.117096E-02 -1.411505E-03 -7.937320E-01  4.259805E-03  8.217330E-01  2.824532E-04  8.260072E-01 -5.093144E-03
  1.723087E+00  0.000000E+00  0.000000E+00 -1.782397E-07  7.969359E-09  2.678256E-07 -1.030212E-08  3.600655E-07 -1.591304E-08  1.755412E-02 -3.247140E-04 -2.628936E-02  3.301605E-04 -2.920285E-02  5.443305E-04  6.188763E-02 -4.090413E-04  6.337367E-02 -1.085920E-03 -7.353338E-01  4.120025E-03  7.837469E-01 -7.852224E-05  7.908069E-01 -4.976185E-03
  1.811432E+00  0.000000E+00  0.000000E+00 -6.359995E-08  2.840117E-09  1.003175E-07 -3.873203E-09  1.369474E-07 -6.029649E-09  1.179189E-02 -2.182192E-04 -1.840564E-02  2.348551E-04 -2.058050E-02  3.814085E-04  4.755898E-02 -3.271797E-04  4.877483E-02 -8.237643E-04 -6.732626E-01  3.908058E-03  7.400382E-01 -3.696318E-04  7.495383E-01 -4.788874E-03
  1.904306E+00  0.000000E+00  0.000000E+00 -2.149586E-08  9.587288E-10  3.568953E-08 -1.382750E-09  4.951156E-08 -2.172018E-09  7.740396E-03 -1.432561E-04 -1.262290E-02  1.634169E-04 -1.421198E-02  2.618590E-04  3.600276E-02 -2.567852E-04  3.698183E-02 -6.157881E-04 -6.091811E-01  3.640980E-03  6.917943E-01 -5.946508E-04  7.033542E-01 -4.544053E-03
  2.001942E+00  0.000000E+00  0.000000E+00 -6.862329E-09  3.056873E-10  1.202786E-08 -4.675195E-10  1.697090E-08 -7.418772E-10  4.959861E-03 -9.177690E-05 -8.472335E-03  1.111427E-04 -9.607890E-03  1.760002E-04  2.683014E-02 -1.977218E-04  2.760562E-02 -4.533144E-04 -5.446529E-01  3.335232E-03  6.402269E-01 -7.587435E-04  6.534439E-01 -4.254547E-03
  2.104584E+00  0.000000E+00  0.000000E+00 -2.062992E-09  9.178541E-11  3.829037E-09 -1.492850E-10  5.499738E-09 -2.396022E-10  3.099038E-03 -5.731871E-05 -5.559797E-03  7.382199E-05 -6.352718E-03  1.156969E-04  1.966916E-02 -1.493210E-04  2.027294E-02 -3.284027E-04 -4.810969E-01  3.006080E-03  5.865354E-01 -8.681074E-04  6.009981E-01 -3.932778E-03
  2.212488E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.680084E-09 -7.295460E-11  1.885960E-03 -3.485906E-05 -3.563504E-03  4.784239E-05 -4.104011E-03  7.431253E-05  1.417419E-02 -1.105605E-04  1.463600E-02 -2.339557E-04 -4.197517E-01  2.667187E-03  5.318741E-01 -9.296257E-04  5.471745E-01 -3.590433E-03
  2.325925E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.116487E-03 -2.061928E-05 -2.228348E-03  3.022262E-05 -2.587667E-03  4.658827E-05  1.003265E-02 -8.021974E-05  1.037937E-02 -1.637728E-04 -3.616494E-01  2.330321E-03  4.773214E-01 -9.505394E-04  4.930670E-01 -3.238204E-03
  2.445177E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  6.421379E-04 -1.184732E-05 -1.357919E-03  1.859005E-05 -1.590619E-03  2.847604E-05  6.969034E-03 -5.700497E-05  7.224374E-03 -1.125568E-04 -3.076010E-01  2.005177E-03  4.238546E-01 -9.381493E-04  4.396792E-01 -2.885579E-03
  2.570544E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.583124E-04 -6.603482E-06 -8.054141E-04  1.112147E-05 -9.520510E-04  1.694948E-05  4.746611E-03 -3.964660E-05  4.930899E-03 -7.588270E-05 -2.581925E-01  1.699323E-03  3.723289E-01 -8.995558E-04  3.879015E-01 -2.540707E-03
  2.702339E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.936984E-04 -3.565446E-06 -4.643635E-04  6.463201E-06 -5.541661E-04  9.812096E-06  3.166947E-03 -2.696728E-05  3.297184E-03 -5.013630E-05 -2.137901E-01  1.418244E-03  3.234628E-01 -8.414425E-04  3.384949E-01 -2.210324E-03
  2.840891E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.012880E-04 -1.862038E-06 -2.598952E-04  3.643948E-06 -3.132734E-04  5.517204E-06  2.067821E-03 -1.792454E-05  2.157858E-03 -3.243198E-05 -1.745557E-01  1.165474E-03  2.778291E-01 -7.699052E-04  2.920800E-01 -1.899735E-03
  2.986546E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.115133E-05 -9.390846E-07 -1.409985E-04  1.990375E-06 -1.717499E-04  3.008970E-06  1.319912E-03 -1.163180E-05  1.380741E-03 -2.051894E-05 -1.404685E-01  9.428006E-04  2.358516E-01 -6.903284E-04  2.491311E-01 -1.612847E-03
  3.139670E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  2.490483E-05 -4.565934E-07 -7.403668E-05  1.051715E-06 -9.118230E-05  1.589326E-06  8.227269E-04 -7.362206E-06  8.628460E-04 -1.268292E-05 -1.113522E-01  7.505142E-04  1.978080E-01 -6.073087E-04  2.099773E-01 -1.352255E-03
  3.300644E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.166964E-05 -2.136430E-07 -3.756632E-05  5.367653E-07 -4.680378E-05  8.117511E-07  5.001932E-04 -4.540177E-06  5.259943E-04 -7.650008E-06 -8.690646E-02  5.876853E-04  1.638372E-01 -5.246201E-04  1.748076E-01 -1.119350E-03
  3.469872E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.252349E-06 -9.602022E-08 -1.838801E-05  2.641658E-07 -2.318918E-05  4.002463E-07  2.962480E-04 -2.724888E-06  3.124083E-04 -4.497282E-06 -6.673860E-02  4.524532E-04  1.339516E-01 -4.452194E-04  1.436817E-01 -9.144683E-04
  3.647776E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  2.266218E-06 -4.137000E-08 -8.667214E-06  1.251453E-07 -1.107035E-05  1.901804E-07  1.707039E-04 -1.589674E-06  1.805494E-04 -2.573482E-06 -5.039558E-02  3.423050E-04  1.080530E-01 -3.712841E-04  1.165435E-01 -7.370516E-04
  3.834801E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  9.353656E-07 -1.705065E-08 -3.926577E-06  5.696307E-08 -5.082819E-06  8.692298E-08  9.556650E-05 -9.003041E-07  1.013931E-04 -1.431465E-06 -3.739350E-02  2.543338E-04  8.595058E-02 -3.042776E-04  9.323854E-02 -5.858171E-04
  4.031416E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.684849E-07 -6.707478E-09 -1.706374E-06  2.486347E-08 -2.240091E-06  3.814042E-08  5.190552E-05 -4.943028E-07  5.525020E-05 -7.728625E-07 -2.724364E-02  1.854639E-04  6.738063E-02 -2.450346E-04  7.353289E-02 -4.589311E-04
  4.238111E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.382250E-07 -2.512541E-09 -7.098181E-07  1.038528E-08 -9.456873E-07  1.603326E-08  2.730890E-05 -2.627142E-07  2.916848E-05 -4.044125E-07 -1.947396E-02  1.326374E-04  5.202705E-02 -1.938585E-04  5.713294E-02 -3.541758E-04
  4.455404E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  4.924816E-08 -8.939503E-10 -2.820120E-07  4.141977E-09 -3.815950E-07  6.443117E-09  1.389566E-05 -1.349541E-07  1.489542E-05 -2.047625E-07 -1.364571E-02  9.295726E-05  3.954084E-02 -1.506262E-04  4.370504E-02 -2.691030E-04
  4.683837E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.662152E-08 -3.013021E-10 -1.067616E-07  1.573690E-09 -1.468347E-07  2.469479E-09  6.826551E-06 -6.689376E-08  7.345443E-06 -1.001485E-07 -9.364821E-03  6.378873E-05  2.955837E-02 -1.148921E-04  3.289417E-02 -2.011718E-04
  4.923983E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.299006E-09 -9.592839E-11 -3.841570E-08  5.681712E-10 -5.374824E-08  9.005093E-10  3.232174E-06 -3.193925E-08  3.491702E-06 -4.723151E-08 -6.288527E-03  4.282061E-05  2.171743E-02 -8.598655E-05  2.434060E-02 -1.478640E-04
  5.176441E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.590903E-09 -2.876286E-11 -1.310390E-08  1.944233E-10 -1.866741E-08  3.116149E-10  1.472111E-06 -1.466230E-08  1.596967E-06 -2.143852E-08 -4.127659E-03  2.809227E-05  1.567054E-02 -6.310472E-05  1.769418E-02 -1.067774E-04
  5.441842E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -4.225428E-09  6.288009E-11 -6.134680E-09  1.020466E-10  6.436879E-07 -6.459073E-09  7.013503E-07 -9.346978E-09 -2.645435E-03  1.799260E-05  1.109533E-02 -4.538273E-05  1.262576E-02 -7.569544E-05
  5.720852E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -1.902013E-09  3.153214E-11  2.696424E-07 -2.724784E-09  2.951538E-07 -3.906174E-09 -1.653615E-03  1.123810E-05  7.701724E-03 -3.195882E-05  8.835495E-03 -5.263341E-05
  6.014166E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.079735E-07 -1.098345E-09  1.187624E-07 -1.561261E-09 -1.006914E-03  6.837092E-06  5.236179E-03 -2.201931E-05  6.058244E-03 -3.586393E-05
  6.322519E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  4.123311E-08 -4.220713E-10  4.558435E-08 -5.954264E-10 -5.965112E-04  4.046566E-06  3.483236E-03 -1.482996E-05  4.066091E-03 -2.392417E-05
  6.646681E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.497956E-08 -1.542438E-10  1.664903E-08 -2.161404E-10 -3.433434E-04  2.326819E-06  2.264808E-03 -9.753911E-06  2.668512E-03 -1.560812E-05
  6.987464E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.163407E-09 -5.346561E-11  5.771178E-09 -7.448375E-11 -1.917371E-04  1.298044E-06  1.437711E-03 -6.258458E-06  1.710584E-03 -9.947731E-06
  7.345719E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.684019E-09 -1.753009E-11  1.893382E-09 -2.429947E-11 -1.037290E-04  7.014914E-07  8.899959E-04 -3.913104E-06  1.069787E-03 -6.186629E-06
  7.722342E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -5.427810E-05  3.666737E-07  5.365819E-04 -2.381356E-06  6.519195E-04 -3.749807E-06
  8.118275E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -2.742552E-05  1.850725E-07  3.146600E-04 -1.408726E-06  3.866086E-04 -2.212210E-06
  8.534508E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -1.335757E-05  9.004264E-08  1.792252E-04 -8.089907E-07  2.228106E-04 -1.268566E-06
  8.972081E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -6.259466E-06  4.214989E-08  9.900793E-05 -4.503566E-07  1.246124E-04 -7.060613E-07
  9.432090E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -2.816662E-06  1.894696E-08  5.296412E-05 -2.426665E-07  6.752854E-05 -3.808502E-07
  9.915683E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -1.214574E-06  8.161746E-09  2.739211E-05 -1.263600E-07  3.540129E-05 -1.987705E-07
  1.042407E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -5.007932E-07  3.361883E-09  1.367270E-05 -6.347801E-08  1.792355E-05 -1.002078E-07
  1.095852E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -1.969878E-07  1.321113E-09  6.574780E-06 -3.070973E-08  8.748429E-06 -4.871134E-08
