        r(a.u)         P(1s)         Q(1s)         P(2s)         Q(2s)        P(2p-)        Q(2p-)         P(2p)         Q(2p)         P(3s)         Q(3s)        P(3p-)        Q(3p-)         P(3p)         Q(3p)        P(3d-)        Q(3d-)         P(3d)         Q(3d)         P(4s)         Q(4s)        P(4p-)        Q(4p-)         P(4p)         Q(4p)
  2.235716E-05  1.161144E-02 -3.460602E-04  3.744255E-03 -1.116823E-04  1.265397E-05  3.970293E-04  7.091135E-07 -1.265788E-08  1.552912E-03 -4.632458E-05  5.342455E-06  1.676087E-04  3.002211E-07 -5.359544E-09  1.640459E-10  8.598735E-09  1.000224E-11 -1.273685E-13  6.130051E-04 -1.828676E-05  1.920275E-06  6.024389E-05  1.075126E-07 -1.919342E-09
  2.350628E-05  1.220643E-02 -3.820325E-04  3.936118E-03 -1.232915E-04  1.397047E-05  4.173739E-04  7.838117E-07 -1.468869E-08  1.632486E-03 -5.113999E-05  5.898277E-06  1.761973E-04  3.318465E-07 -6.219424E-09  1.903836E-10  9.504529E-09  1.162444E-11 -1.553814E-13  6.444166E-04 -2.018765E-05  2.120057E-06  6.333090E-05  1.188380E-07 -2.227279E-09
  2.471432E-05  1.283165E-02 -4.216788E-04  4.137726E-03 -1.360865E-04  1.542168E-05  4.387518E-04  8.663606E-07 -1.704218E-08  1.716101E-03 -5.644721E-05  6.510972E-06  1.852221E-04  3.667956E-07 -7.215929E-09  2.209114E-10  1.050552E-08  1.350939E-11 -1.895167E-13  6.774235E-04 -2.228270E-05  2.340283E-06  6.657470E-05  1.313537E-07 -2.584144E-09
  2.598430E-05  1.348859E-02 -4.653603E-04  4.349562E-03 -1.501838E-04  1.702091E-05  4.612144E-04  9.575831E-07 -1.976877E-08  1.803960E-03 -6.229463E-05  7.186162E-06  1.947049E-04  4.054169E-07 -8.370409E-09  2.562856E-10  1.161169E-08  1.569963E-11 -2.310998E-13  7.121051E-04 -2.459098E-05  2.582971E-06  6.998310E-05  1.451844E-07 -2.997583E-09
  2.731939E-05  1.417882E-02 -5.134710E-04  4.572137E-03 -1.657106E-04  1.878269E-05  4.848155E-04  1.058388E-06 -2.292651E-08  1.896271E-03 -6.873497E-05  7.929976E-06  2.046683E-04  4.480952E-07 -9.707450E-09  2.972623E-10  1.283405E-08  1.824453E-11 -2.817385E-13  7.485447E-04 -2.713333E-05  2.850325E-06  7.356426E-05  1.604680E-07 -3.476399E-09
  2.872293E-05  1.490401E-02 -5.664394E-04  4.805980E-03 -1.828051E-04  2.072282E-05  5.096117E-04  1.169779E-06 -2.658221E-08  1.993256E-03 -7.582563E-05  8.749093E-06  2.151361E-04  4.952552E-07 -1.125533E-08  3.447120E-10  1.418478E-08  2.120145E-11 -3.433817E-13  7.868292E-04 -2.993238E-05  3.144746E-06  7.732674E-05  1.773565E-07 -4.030721E-09
  3.019844E-05  1.566587E-02 -6.247310E-04  5.051649E-03 -2.016177E-04  2.285850E-05  5.356618E-04  1.292863E-06 -3.081259E-08  2.095146E-03 -8.362889E-05  9.650773E-06  2.261334E-04  5.473663E-07 -1.304655E-08  3.996355E-10  1.567731E-08  2.463701E-11 -4.183901E-13  8.270498E-04 -3.301274E-05  3.468843E-06  8.127949E-05  1.960181E-07 -4.672185E-09
  3.174959E-05  1.646621E-02 -6.888502E-04  5.309725E-03 -2.223111E-04  2.520841E-05  5.630275E-04  1.428866E-06 -3.570572E-08  2.202182E-03 -9.221230E-05  1.064289E-05  2.376860E-04  6.049463E-07 -1.511838E-08  4.631823E-10  1.732648E-08  2.862861E-11 -5.096196E-13  8.693016E-04 -3.640107E-05  3.825448E-06  8.543186E-05  2.166381E-07 -5.414144E-09
  3.338028E-05  1.730690E-02 -7.593420E-04  5.580815E-03 -2.450612E-04  2.779273E-05  5.917733E-04  1.579137E-06 -4.136251E-08  2.314615E-03 -1.016488E-04  1.173399E-05  2.498212E-04  6.685673E-07 -1.751356E-08  5.366709E-10  1.914868E-08  3.326611E-11 -6.205219E-13  9.136841E-04 -4.012617E-05  4.217627E-06  8.979365E-05  2.394215E-07 -6.271898E-09
  3.509457E-05  1.818993E-02 -8.367942E-04  5.865556E-03 -2.700577E-04  3.063329E-05  6.219666E-04  1.745167E-06 -4.789835E-08  2.432709E-03 -1.120172E-04  1.293326E-05  2.625675E-04  7.388605E-07 -2.028095E-08  6.216107E-10  2.116197E-08  3.865388E-11 -7.552635E-13  9.603013E-04 -4.421910E-05  4.648691E-06  9.437506E-05  2.645943E-07 -7.262946E-09
  3.689676E-05  1.911735E-02 -9.218378E-04  6.164609E-03 -2.975044E-04  3.375358E-05  6.536776E-04  1.928604E-06 -5.544501E-08  2.556740E-03 -1.234018E-04  1.425064E-05  2.759545E-04  8.165230E-07 -2.347634E-08  7.197274E-10  2.338634E-08  4.491314E-11 -9.188665E-13  1.009262E-03 -4.871323E-05  5.122205E-06  9.918677E-05  2.924062E-07 -8.407269E-09
  3.879134E-05  2.009130E-02 -1.015148E-03  6.478667E-03 -3.276194E-04  3.717879E-05  6.869799E-04  2.131264E-06 -6.415260E-08  2.686994E-03 -1.358933E-04  1.569676E-05  2.900132E-04  9.023240E-07 -2.716329E-08  8.329898E-10  2.584380E-08  5.218465E-11 -1.117375E-12  1.060679E-03 -5.364426E-05  5.641993E-06  1.042399E-04  3.231325E-07 -9.727627E-09
  4.078307E-05  2.111403E-02 -1.117446E-03  6.808453E-03 -3.606349E-04  4.093586E-05  7.219500E-04  2.355151E-06 -7.419169E-08  2.823771E-03 -1.495878E-04  1.728299E-05  3.047761E-04  9.971125E-07 -3.141402E-08  9.636388E-10  2.855868E-08  6.063185E-11 -1.358048E-12  1.114671E-03 -5.905024E-05  6.212142E-06  1.095462E-04  3.570773E-07 -1.124989E-08
  4.287691E-05  2.218787E-02 -1.229493E-03  7.154720E-03 -3.967973E-04  4.505344E-05  7.586679E-04  2.602480E-06 -8.575557E-08  2.967383E-03 -1.645877E-04  1.902142E-05  3.202768E-04  1.101825E-06 -3.631038E-08  1.114218E-09  3.155782E-08  7.044453E-11 -1.649590E-12  1.171361E-03 -6.497148E-05  6.836999E-06  1.151176E-04  3.945762E-07 -1.300336E-08
  4.507810E-05  2.331527E-02 -1.352093E-03  7.518254E-03 -4.363658E-04  4.956180E-05  7.972169E-04  2.875693E-06 -9.906255E-08  3.118156E-03 -1.810004E-04  2.092485E-05  3.365505E-04  1.217496E-06 -4.194480E-08  1.287608E-09  3.487082E-08  8.184306E-11 -2.002409E-12  1.230878E-03 -7.145046E-05  7.521161E-06  1.209669E-04  4.359993E-07 -1.502114E-08
  4.739215E-05  2.449875E-02 -1.486086E-03  7.899873E-03 -4.796117E-04  5.449279E-05  8.376840E-04  3.177482E-06 -1.143583E-07  3.276431E-03 -1.989385E-04  2.300670E-05  3.536339E-04  1.345267E-06 -4.842130E-08  1.487057E-09  3.853035E-08  9.508330E-11 -2.428923E-12  1.293356E-03 -7.853157E-05  8.269458E-06  1.271072E-04  4.817552E-07 -1.734048E-08
  4.982485E-05  2.574098E-02 -1.632341E-03  8.300433E-03 -5.268156E-04  5.987958E-05  8.801599E-04  3.510822E-06 -1.319178E-07  3.442560E-03 -2.185183E-04  2.528100E-05  3.715653E-04  1.486394E-06 -5.585637E-08  1.716214E-09  4.257248E-08  1.104623E-10 -2.943896E-12  1.358935E-03 -8.626079E-05  9.086925E-06  1.335523E-04  5.322947E-07 -2.000311E-08
  5.238227E-05  2.704470E-02 -1.791749E-03  8.720822E-03 -5.782653E-04  6.575641E-05  9.247388E-04  3.878992E-06 -1.520480E-07  3.616914E-03 -2.398594E-04  2.776220E-05  3.903846E-04  1.642268E-06 -6.437987E-08  1.979163E-09  4.703697E-08  1.283249E-10 -3.564824E-12  1.427761E-03 -9.468523E-05  9.978759E-06  1.403165E-04  5.881148E-07 -2.305552E-08
  5.507082E-05  2.841280E-02 -1.965210E-03  9.161969E-03 -6.342511E-04  7.215822E-05  9.715195E-04  4.285610E-06 -1.750883E-07  3.799876E-03 -2.630820E-04  3.046504E-05  4.101333E-04  1.814420E-06 -7.413564E-08  2.280444E-09  5.196770E-08  1.490715E-10 -4.312356E-12  1.499984E-03 -1.038525E-04  1.095026E-05  1.474149E-04  6.497643E-07 -2.654923E-08
  5.789721E-05  2.984829E-02 -2.153615E-03  9.624841E-03 -6.950612E-04  7.912010E-05  1.020605E-03  4.734667E-06 -2.014125E-07  3.991849E-03 -2.883057E-04  3.340436E-05  4.308548E-04  2.004539E-06 -8.528187E-08  2.625078E-09  5.741308E-08  1.731668E-10 -5.210749E-12  1.575765E-03 -1.138096E-04  1.200676E-05  1.548628E-04  7.178482E-07 -3.054089E-08
  6.086851E-05  3.135428E-02 -2.357828E-03  1.011045E-02 -7.609745E-04  8.667668E-05  1.072102E-03  5.230567E-06 -2.314280E-07  4.193251E-03 -3.156463E-04  3.659476E-05  4.525945E-04  2.214490E-06 -9.799109E-08  3.018575E-09  6.342650E-08  2.011503E-10 -6.288343E-12  1.655267E-03 -1.246024E-04  1.315351E-05  1.626767E-04  7.930341E-07 -3.509228E-08
  6.399215E-05  3.293406E-02 -2.578658E-03  1.061984E-02 -8.322526E-04  9.486122E-05  1.126122E-03  5.778166E-06 -2.655747E-07  4.404520E-03 -3.452123E-04  4.005029E-05  4.753997E-04  2.446330E-06 -1.124496E-07  3.466930E-09  7.006689E-08  2.336483E-10 -7.578048E-12  1.738664E-03 -1.362737E-04  1.439556E-05  1.708736E-04  8.760585E-07 -4.027013E-08
  6.727595E-05  3.459106E-02 -2.816829E-03  1.115414E-02 -9.091295E-04  1.037047E-04  1.182785E-03  6.382826E-06 -3.043221E-07  4.626114E-03 -3.771007E-04  4.378402E-05  4.993199E-04  2.702327E-06 -1.288562E-07  3.976602E-09  7.739924E-08  2.713878E-10 -9.117812E-12  1.826137E-03 -1.488618E-04  1.573760E-05  1.794713E-04  9.677340E-07 -4.614563E-08
  7.072811E-05  3.632886E-02 -3.072944E-03  1.171448E-02 -9.918006E-04  1.132345E-04  1.242212E-03  7.050460E-06 -3.481644E-07  4.858512E-03 -4.113926E-04  4.780754E-05  5.244073E-04  2.984986E-06 -1.474201E-07  4.554473E-09  8.549531E-08  3.152129E-10 -1.095105E-11  1.917876E-03 -1.623987E-04  1.718381E-05  1.884885E-04  1.068957E-06 -5.279371E-08
  7.435726E-05  3.815124E-02 -3.347449E-03  1.230210E-02 -1.080410E-03  1.234733E-04  1.304533E-03  7.787595E-06 -3.976133E-07  5.102220E-03 -4.481480E-04  5.213044E-05  5.507165E-04  3.297070E-06 -1.683582E-07  5.207783E-09  9.443426E-08  3.661031E-10 -1.312700E-11  2.014078E-03 -1.769081E-04  1.873762E-05  1.979449E-04  1.180718E-06 -6.029199E-08
  7.817249E-05  4.006217E-02 -3.640595E-03  1.291826E-02 -1.175040E-03  1.344381E-04  1.369885E-03  8.601437E-06 -4.531908E-07  5.357768E-03 -4.874007E-04  5.675986E-05  5.783051E-04  3.641629E-06 -1.918913E-07  5.944057E-09  1.043035E-07  4.251960E-10 -1.570107E-11  2.114955E-03 -1.924032E-04  2.040161E-05  2.078611E-04  1.304109E-06 -6.871962E-08
  8.218333E-05  4.206585E-02 -3.952411E-03  1.356432E-02 -1.275701E-03  1.461391E-04  1.438412E-03  9.499941E-06 -5.154201E-07  5.625718E-03 -5.291553E-04  6.170009E-05  6.072340E-04  4.022033E-06 -2.182411E-07  6.771033E-09  1.151996E-07  4.938121E-10 -1.873509E-11  2.220726E-03 -2.088861E-04  2.217732E-05  2.182590E-04  1.440335E-06 -7.815598E-08
  8.639981E-05  4.416671E-02 -4.282706E-03  1.424172E-02 -1.382331E-03  1.585796E-04  1.510267E-03  1.049189E-05 -5.848218E-07  5.906661E-03 -5.733864E-04  6.695262E-05  6.375677E-04  4.442000E-06 -2.476280E-07  7.696636E-09  1.272291E-07  5.734846E-10 -2.229779E-11  2.331627E-03 -2.263466E-04  2.406528E-05  2.291619E-04  1.590730E-06 -8.868000E-08
  9.083247E-05  4.636944E-02 -4.631089E-03  1.495196E-02 -1.494807E-03  1.717576E-04  1.585611E-03  1.158700E-05 -6.619150E-07  6.201226E-03 -6.200427E-04  7.251653E-05  6.693744E-04  4.905639E-06 -2.802720E-07  8.729037E-09  1.405098E-07  6.659939E-10 -2.646561E-11  2.447905E-03 -2.447645E-04  2.606517E-05  2.405942E-04  1.756764E-06 -1.003704E-07
  9.549240E-05  4.867901E-02 -4.997049E-03  1.569664E-02 -1.612965E-03  1.856677E-04  1.664615E-03  1.279598E-05 -7.472305E-07  6.510074E-03 -6.690559E-04  7.838959E-05  7.027263E-04  5.417489E-06 -3.163979E-07  9.876846E-09  1.551717E-07  7.734072E-10 -3.132424E-11  2.569821E-03 -2.641128E-04  2.817618E-05  2.525819E-04  1.940064E-06 -1.133078E-07
  1.003912E-04  5.110066E-02 -5.380050E-03  1.647745E-02 -1.736633E-03  2.003053E-04  1.747461E-03  1.413068E-05 -8.413356E-07  6.833908E-03 -7.203556E-04  8.456984E-05  7.376997E-04  5.982563E-06 -3.562459E-07  1.114947E-08  1.713587E-07  8.981249E-10 -3.697108E-11  2.697653E-03 -2.843637E-04  3.039760E-05  2.651525E-04  2.142423E-06 -1.275782E-07
  1.055413E-04  5.363990E-02 -5.779660E-03  1.729617E-02 -1.865673E-03  2.156704E-04  1.834338E-03  1.560416E-05 -9.448677E-07  7.173463E-03 -7.738842E-04  9.105731E-05  7.743751E-04  6.606398E-06 -4.000860E-07  1.255756E-08  1.892293E-07  1.042934E-09 -4.351872E-11  2.831691E-03 -3.054945E-04  3.272946E-05  2.783347E-04  2.365825E-06 -1.432782E-07
  1.109553E-04  5.630253E-02 -6.195636E-03  1.815467E-02 -2.000009E-03  2.317714E-04  1.925448E-03  1.723089E-05 -1.058568E-06  7.529516E-03 -8.296103E-04  9.785551E-05  8.128371E-04  7.295108E-06 -4.482325E-07  1.411353E-08  2.089590E-07  1.211072E-09 -5.109906E-11  2.972241E-03 -3.274929E-04  3.517301E-05  2.921591E-04  2.612460E-06 -1.605205E-07
  1.166470E-04  5.909464E-02 -6.627989E-03  1.905490E-02 -2.139647E-03  2.486266E-04  2.020999E-03  1.902678E-05 -1.183313E-06  7.902878E-03 -8.875362E-04  1.049723E-04  8.531741E-04  8.055443E-06 -5.010560E-07  1.583193E-08  2.307412E-07  1.406295E-09 -5.986777E-11  3.119623E-03 -3.503597E-04  3.773106E-05  3.066575E-04  2.884744E-06 -1.794377E-07
  1.226304E-04  6.202257E-02 -7.076988E-03  1.999892E-02 -2.284675E-03  2.662655E-04  2.121212E-03  2.100946E-05 -1.320129E-06  8.294399E-03 -9.476987E-04  1.124199E-04  8.954790E-04  8.894853E-06 -5.589917E-07  1.772981E-08  2.547896E-07  1.632967E-09 -7.000873E-11  3.274174E-03 -3.741095E-04  4.040806E-05  3.218632E-04  3.185346E-06 -2.001858E-07
  1.289207E-04  6.509299E-02 -7.543138E-03  2.098887E-02 -2.435257E-03  2.847274E-04  2.226317E-03  2.319834E-05 -1.470207E-06  8.704969E-03 -1.010167E-03  1.202152E-04  9.398488E-04  9.821566E-06 -6.225440E-07  1.982693E-08  2.813400E-07  1.896153E-09 -8.173867E-11  3.436244E-03 -3.987694E-04  4.321001E-05  3.378111E-04  3.517212E-06 -2.229453E-07
  1.355334E-04  6.831286E-02 -8.027145E-03  2.202700E-02 -2.591626E-03  3.040610E-04  2.336554E-03  2.561487E-05 -1.634908E-06  9.135517E-03 -1.075036E-03  1.283786E-04  9.863853E-04  1.084466E-05 -6.922897E-07  2.214598E-08  3.106528E-07  2.201733E-09 -9.531199E-11  3.606200E-03 -4.243772E-04  4.614428E-05  3.545377E-04  3.883593E-06 -2.479228E-07
  1.424852E-04  7.168946E-02 -8.529876E-03  2.311564E-02 -2.754062E-03  3.243228E-04  2.452175E-03  2.828272E-05 -1.815770E-06  9.587017E-03 -1.142423E-03  1.369340E-04  1.035195E-03  1.197415E-05 -7.688798E-07  2.471277E-08  3.430153E-07  2.556536E-09 -1.110262E-10  3.784428E-03 -4.509792E-04  4.921945E-05  3.720813E-04  4.288077E-06 -2.753516E-07
  1.497935E-04  7.523040E-02 -9.052321E-03  2.425726E-02 -2.922888E-03  3.455764E-04  2.573445E-03  3.122802E-05 -2.014512E-06  1.006049E-02 -1.212462E-03  1.459083E-04  1.086388E-03  1.322110E-05 -8.530430E-07  2.755649E-08  3.787449E-07  2.968487E-09 -1.292284E-10  3.971327E-03 -4.786281E-04  5.244519E-05  3.904819E-04  4.734624E-06 -3.054925E-07
  1.574764E-04  7.894367E-02 -9.595573E-03  2.545443E-02 -3.098460E-03  3.678919E-04  2.700639E-03  3.447958E-05 -2.233049E-06  1.055699E-02 -1.285301E-03  1.553310E-04  1.140083E-03  1.459773E-05 -9.455896E-07  3.070998E-08  4.181915E-07  3.446788E-09 -1.503221E-10  4.167319E-03 -5.073824E-04  5.583215E-05  4.097814E-04  5.227607E-06 -3.386358E-07
  1.655532E-04  8.283761E-02 -1.016080E-02  2.670982E-02 -3.281159E-03  3.913456E-04  2.834046E-03  3.806925E-05 -2.473496E-06  1.107765E-02 -1.361098E-03  1.652345E-04  1.196401E-03  1.611749E-05 -1.047417E-06  3.421014E-08  4.617417E-07  4.002123E-09 -1.747766E-10  4.372844E-03 -5.373045E-04  5.939190E-05  4.300236E-04  5.771850E-06 -3.751028E-07
  1.740442E-04  8.692094E-02 -1.074925E-02  2.802625E-02 -3.471390E-03  4.160198E-04  2.973970E-03  4.203213E-05 -2.738195E-06  1.162362E-02 -1.440021E-03  1.756535E-04  1.255469E-03  1.779526E-05 -1.159516E-06  3.809837E-08  5.098219E-07  4.646893E-09 -2.031366E-10  4.588362E-03 -5.684609E-04  6.313695E-05  4.512545E-04  6.372677E-06 -4.152484E-07
  1.829704E-04  9.120281E-02 -1.136223E-02  2.940667E-02 -3.669578E-03  4.420031E-04  3.120728E-03  4.640699E-05 -3.029725E-06  1.219612E-02 -1.522247E-03  1.866253E-04  1.317422E-03  1.964744E-05 -1.282979E-06  4.242106E-08  5.629032E-07  5.395496E-09 -2.360345E-10  4.814355E-03 -6.009211E-04  6.708073E-05  4.735223E-04  7.035966E-06 -4.594642E-07
  1.923544E-04  9.569276E-02 -1.200109E-02  3.085416E-02 -3.876167E-03  4.693906E-04  3.274652E-03  5.123660E-05 -3.350933E-06  1.279644E-02 -1.607960E-03  1.981902E-04  1.382400E-03  2.169216E-05 -1.419014E-06  4.723024E-08  6.215050E-07  6.264646E-09 -2.742039E-10  5.051326E-03 -6.347581E-04  7.123770E-05  4.968774E-04  7.768201E-06 -5.081820E-07
  2.022195E-04  1.004008E-01 -1.266726E-02  3.237193E-02 -4.091621E-03  4.982843E-04  3.436089E-03  5.656818E-05 -3.704953E-06  1.342590E-02 -1.697353E-03  2.103914E-04  1.450550E-03  2.394939E-05 -1.568947E-06  5.258428E-08  6.862010E-07  7.273746E-09 -3.184961E-10  5.299804E-03 -6.700480E-04  7.562336E-05  5.213725E-04  8.576540E-06 -5.618775E-07
  2.125903E-04  1.053374E-01 -1.336221E-02  3.396335E-02 -4.316424E-03  5.287939E-04  3.605405E-03  6.245383E-05 -4.095241E-06  1.408591E-02 -1.790627E-03  2.232750E-04  1.522025E-03  2.644119E-05 -1.734243E-06  5.854870E-08  7.576243E-07  8.445321E-09 -3.698992E-10  5.560338E-03 -7.068701E-04  8.025435E-05  5.470629E-04  9.468881E-06 -6.210751E-07
  2.234929E-04  1.105135E-01 -1.408751E-02  3.563195E-02 -4.551080E-03  5.610371E-04  3.782980E-03  6.895102E-05 -4.525606E-06  1.477793E-02 -1.887991E-03  2.368908E-04  1.596987E-03  2.919191E-05 -1.916516E-06  6.519709E-08  8.364733E-07  9.805516E-09 -4.295595E-10  5.833507E-03 -7.453070E-04  8.514854E-05  5.740064E-04  1.045394E-05 -6.863529E-07
  2.349545E-04  1.159406E-01 -1.484473E-02  3.738141E-02 -4.796113E-03  5.951405E-04  3.969215E-03  7.612320E-05 -5.000247E-06  1.550348E-02 -1.989664E-03  2.512924E-04  1.675605E-03  3.222839E-05 -2.117545E-06  7.261216E-08  9.235193E-07  1.138468E-08 -4.988073E-10  6.119913E-03 -7.854450E-04  9.032516E-05  6.022638E-04  1.154134E-05 -7.583480E-07
  2.470037E-04  1.216305E-01 -1.563557E-02  3.921559E-02 -5.052070E-03  6.312402E-04  4.164527E-03  8.404038E-05 -5.523791E-06  1.626417E-02 -2.095872E-03  2.665371E-04  1.758053E-03  3.558027E-05 -2.339291E-06  8.088695E-08  1.019613E-06  1.321806E-08 -5.791864E-10  6.420188E-03 -8.273736E-04  9.580490E-05  6.318984E-04  1.274168E-05 -8.377627E-07
  2.596707E-04  1.275959E-01 -1.646175E-02  4.113852E-02 -5.319522E-03  6.694829E-04  4.369354E-03  9.277980E-05 -6.101343E-06  1.706165E-02 -2.206853E-03  2.826871E-04  1.844519E-03  3.928026E-05 -2.583917E-06  9.012617E-08  1.125694E-06  1.534654E-08 -6.724886E-10  6.734989E-03 -8.711865E-04  1.016100E-04  6.629765E-04  1.406669E-05 -9.253718E-07
  2.729872E-04  1.338498E-01 -1.732510E-02  4.315439E-02 -5.599063E-03  7.100266E-04  4.584154E-03  1.024267E-04 -6.738528E-06  1.789768E-02 -2.322853E-03  2.998090E-04  1.935194E-03  4.336444E-05 -2.853807E-06  1.004477E-07  1.242798E-06  1.781759E-08 -7.807930E-10  7.065006E-03 -9.169813E-04  1.077645E-04  6.955679E-04  1.552927E-05 -1.022029E-06
  2.869864E-04  1.404059E-01 -1.822749E-02  4.526761E-02 -5.891313E-03  7.530417E-04  4.809407E-03  1.130751E-04 -7.441551E-06  1.877409E-02 -2.444130E-03  3.179749E-04  2.030281E-03  4.787262E-05 -3.151591E-06  1.119846E-07  1.372069E-06  2.068633E-08 -9.065128E-10  7.410959E-03 -9.648595E-04  1.142943E-04  7.297450E-04  1.714370E-05 -1.128677E-06
  3.017033E-04  1.472784E-01 -1.917090E-02  4.748278E-02 -6.196915E-03  7.987123E-04  5.045614E-03  1.248287E-04 -8.217254E-06  1.969276E-02 -2.570952E-03  3.372624E-04  2.129993E-03  5.284872E-05 -3.480168E-06  1.248866E-07  1.514769E-06  2.401672E-08 -1.052448E-09  7.773599E-03 -1.014927E-03  1.212272E-04  7.655841E-04  1.892569E-05 -1.246353E-06
  3.171748E-04  1.544822E-01 -2.015737E-02  4.980469E-02 -6.516546E-03  8.472369E-04  5.293300E-03  1.378020E-04 -9.073182E-06  2.065571E-02 -2.703600E-03  3.577556E-04  2.234549E-03  5.834120E-05 -3.842737E-06  1.393230E-07  1.672290E-06  2.788298E-08 -1.221850E-09  8.153713E-03 -1.067295E-03  1.285936E-04  8.031647E-04  2.089261E-05 -1.376203E-06
  3.334396E-04  1.620330E-01 -2.118903E-02  5.223835E-02 -6.850905E-03  8.988303E-04  5.553014E-03  1.521214E-04 -1.001766E-05  2.166499E-02 -2.842365E-03  3.795451E-04  2.344183E-03  6.440352E-05 -4.242824E-06  1.554847E-07  1.846169E-06  3.237130E-08 -1.418489E-09  8.552119E-03 -1.122078E-03  1.364259E-04  8.425702E-04  2.306358E-05 -1.519491E-06
  3.505382E-04  1.699470E-01 -2.226811E-02  5.478900E-02 -7.200726E-03  9.537249E-04  5.825330E-03  1.679260E-04 -1.105985E-05  2.272279E-02 -2.987552E-03  4.027290E-04  2.459136E-03  7.109464E-05 -4.684319E-06  1.735876E-07  2.038101E-06  3.758168E-08 -1.646743E-09  8.969675E-03 -1.179397E-03  1.447595E-04  8.838875E-04  2.545974E-05 -1.677609E-06
  3.685136E-04  1.782412E-01 -2.339691E-02  5.746209E-02 -7.566772E-03  1.012172E-03  6.110849E-03  1.853695E-04 -1.220988E-05  2.383136E-02 -3.139479E-03  4.274137E-04  2.579662E-03  7.847962E-05 -5.171512E-06  1.938757E-07  2.249956E-06  4.363020E-08 -1.911691E-09  9.407273E-03 -1.239377E-03  1.536325E-04  9.272079E-04  2.810437E-05 -1.852095E-06
  3.874105E-04  1.869333E-01 -2.457786E-02  6.026331E-02 -7.949838E-03  1.074444E-03  6.410198E-03  2.046215E-04 -1.347892E-05  2.499306E-02 -3.298476E-03  4.537140E-04  2.706025E-03  8.663020E-05 -5.709133E-06  2.166251E-07  2.483799E-06  5.065157E-08 -2.219228E-09  9.865845E-03 -1.302148E-03  1.630864E-04  9.726264E-04  3.102318E-05 -2.044642E-06
  4.072763E-04  1.960417E-01 -2.581345E-02  6.319861E-02 -8.350755E-03  1.140835E-03  6.724033E-03  2.258688E-04 -1.487925E-05  2.621036E-02 -3.464888E-03  4.817548E-04  2.838503E-03  9.562553E-05 -6.302399E-06  2.421483E-07  2.741905E-06  5.880215E-08 -2.576193E-09  1.034636E-02 -1.367848E-03  1.731658E-04  1.020243E-03  3.424449E-05 -2.257119E-06
  4.281607E-04  2.055858E-01 -2.710630E-02  6.627417E-02 -8.770387E-03  1.211666E-03  7.053041E-03  2.493176E-04 -1.642445E-05  2.748583E-02 -3.639076E-03  5.116710E-04  2.977385E-03  1.055529E-04 -6.957061E-06  2.707994E-07  3.026785E-06  6.826338E-08 -2.990522E-09  1.084984E-02 -1.436618E-03  1.839194E-04  1.070161E-03  3.779958E-05 -2.491587E-06
  4.501158E-04  2.155855E-01 -2.845912E-02  6.949645E-02 -9.209636E-03  1.287283E-03  7.397937E-03  2.751954E-04 -1.812948E-05  2.882213E-02 -3.821416E-03  5.436092E-04  3.122973E-03  1.165085E-04 -7.679465E-06  3.029796E-07  3.341212E-06  7.924583E-08 -3.471425E-09  1.137733E-02 -1.508607E-03  1.953999E-04  1.122489E-03  4.172290E-05 -2.750317E-06
  4.731966E-04  2.260619E-01 -2.987473E-02  7.287217E-02 -9.669442E-03  1.368064E-03  7.759470E-03  3.037527E-04 -2.001082E-05  3.022206E-02 -4.012298E-03  5.777287E-04  3.275583E-03  1.285986E-04 -8.476602E-06  3.391439E-07  3.688239E-06  9.199386E-08 -4.029587E-09  1.192994E-02 -1.583969E-03  2.076645E-04  1.177341E-03  4.605247E-05 -3.035815E-06
  4.974607E-04  2.370367E-01 -3.135609E-02  7.640833E-02 -1.015078E-02  1.454416E-03  8.138421E-03  3.352662E-04 -2.208667E-05  3.168851E-02 -4.212130E-03  6.142021E-04  3.435544E-03  1.419402E-04 -9.356186E-06  3.798088E-07  4.071239E-06  1.067910E-07 -4.677404E-09  1.250880E-02 -1.662865E-03  2.207753E-04  1.234835E-03  5.083021E-05 -3.350843E-06
  5.229689E-04  2.485327E-01 -3.290625E-02  8.011222E-02 -1.065468E-02  1.546785E-03  8.535606E-03  3.700407E-04 -2.437705E-05  3.322451E-02 -4.421337E-03  6.532172E-04  3.603202E-03  1.566623E-04 -1.032672E-05  4.255605E-07  4.493927E-06  1.239664E-07 -5.429261E-09  1.311512E-02 -1.745463E-03  2.347997E-04  1.295096E-03  5.610232E-05 -3.698447E-06
  5.497849E-04  2.605734E-01 -3.452839E-02  8.399140E-02 -1.118220E-02  1.645652E-03  8.951877E-03  4.084123E-04 -2.690407E-05  3.483319E-02 -4.640361E-03  6.949780E-04  3.778914E-03  1.729072E-04 -1.139757E-05  4.770652E-07  4.960406E-06  1.439017E-07 -6.301843E-09  1.375013E-02 -1.831938E-03  2.498111E-04  1.358251E-03  6.191978E-05 -4.081984E-06
  5.779759E-04  2.731834E-01 -3.622580E-02  8.805378E-02 -1.173444E-02  1.751544E-03  9.388122E-03  4.507515E-04 -2.969208E-05  3.651783E-02 -4.869664E-03  7.397064E-04  3.963057E-03  1.908318E-04 -1.257907E-05  5.350801E-07  5.475195E-06  1.670400E-07 -7.314509E-09  1.441512E-02 -1.922472E-03  2.658893E-04  1.424437E-03  6.833874E-05 -4.505154E-06
